Institution,STEM,Department,Website_Type,Subset,OutsideDoc,URL,Date_Collected,Scraper,Time_to_Scrape,Notes,,,,
UC Berkeley,,Landscape Architecture & Environmental Planning,Undergrad education,,,https://ced.berkeley.edu/land/degrees-admissions/bachelor-of-arts-landscape-architecture,1/14,Keya,1:57,,,,,
UC Berkeley,,Landscape Architecture & Environmental Planning,Prospective students,,,https://ced.berkeley.edu/land/degrees-admissions,1/14,Keya,1:57,,,,,
UC Berkeley,,Landscape Architecture & Environmental Planning,Advising,,,https://ced.berkeley.edu/advising/undergraduate-advising,1/14,Keya,1:57,,,,,
UC Berkeley,,Landscape Architecture & Environmental Planning,Research,,,,1/14,Keya,1:57,,,,,
UC Berkeley,,Landscape Architecture & Environmental Planning,Undergraduate Research,,,,1/14,Keya,1:57,,,,,
UC Berkeley,,Landscape Architecture & Environmental Planning,DEI/JEDI,,,,1/14,Keya,1:57,,,,,
UC Berkeley,,Landscape Architecture & Environmental Planning,Chair’s Message,,,,1/14,Keya,1:57,,,,,
UC Berkeley,,Landscape Architecture & Environmental Planning,About,,,https://ced.berkeley.edu/land/about,1/14,Keya,1:57,,,,,
UC Berkeley,,Landscape Architecture & Environmental Planning,Courses/Curriculum,,,https://ced.berkeley.edu/land/courses,1/14,Keya,1:57,,,,,
UC Berkeley,,,,,,,1/14,Keya,,,,,,
UC Berkeley,,City & Regional Planning,Home/Landing,,,https://ced.berkeley.edu/city,1/14,Keya,1:08,,,,,
UC Berkeley,,City & Regional Planning,Undergrad education,,,https://ced.berkeley.edu/city/degrees-admissions/bachelor-of-arts,1/14,Keya,1:08,,,,,
UC Berkeley,,City & Regional Planning,Prospective students,,,https://ced.berkeley.edu/city/degrees-admissions,1/14,Keya,1:08,https://ced.berkeley.edu/advising/undergraduate-advising,,,,
UC Berkeley,,City & Regional Planning,Advising,,,https://ced.berkeley.edu/city/advising,1/14,Keya,1:08,,,,,
UC Berkeley,,City & Regional Planning,Research,,,,1/14,Keya,1:08,,,,,
UC Berkeley,,City & Regional Planning,Undergraduate Research,,,,1/14,Keya,1:08,,,,,
UC Berkeley,,City & Regional Planning,DEI/JEDI,,,,1/14,Keya,1:08,,,,,
UC Berkeley,,City & Regional Planning,Chair’s Message,,,,1/14,Keya,1:08,,,,,
UC Berkeley,,City & Regional Planning,About,,,https://ced.berkeley.edu/city/about,1/14,Keya,1:08,,,,,
UC Berkeley,,City & Regional Planning,Courses/Curriculum,,,https://ced.berkeley.edu/city/courses,1/14,Keya,1:08,,,,,
UC Berkeley,,,,,,,,Keya,,,,,,
UC Berkeley,Y,Geography,Home/Landing,,,https://geography.berkeley.edu/home,1/15,Keya,1:52,,,,,
UC Berkeley,Y,Geography,Undergrad education,,,https://geography.berkeley.edu/academics/undergraduate-studies,1/15,Keya,1:52,,,,,
UC Berkeley,Y,Geography,Prospective students,,,https://geography.berkeley.edu/academics/undergraduate-studies/why-choose-geography,1/15,Keya,1:52,not specifically called prospective students,,,,
UC Berkeley,Y,Geography,Advising,,,https://geography.berkeley.edu/academics/undergraduate-studies/advising,1/15,Keya,1:52,,,,,
UC Berkeley,Y,Geography,Research,,,,1/15,Keya,1:52,,,,,
UC Berkeley,Y,Geography,Undergraduate Research,,,,1/15,Keya,1:52,,,,,
UC Berkeley,Y,Geography,DEI/JEDI,,,https://geography.berkeley.edu/resources/equity-diversity-inclusion,1/15,Keya,1:52,,,,,
UC Berkeley,Y,Geography,Chair’s Message,,,,1/15,Keya,1:52,,,,,
UC Berkeley,Y,Geography,About,,,https://geography.berkeley.edu/about,1/15,Keya,1:52,,,,,
UC Berkeley,Y,Geography,Courses/Curriculum,,,https://geography.berkeley.edu/academics/courses,1/15,Keya,1:52,,,,,
UC Berkeley,,,,,,,,Keya,,,,,,
UC Berkeley,Y,Integrative Biology,Home/Landing,,,https://ib.berkeley.edu/,1/22/2025,Keya,2:03,,,,,
UC Berkeley,Y,Integrative Biology,Undergrad education,,,https://ib.berkeley.edu/undergrad,1/22/2025,Keya,2:03,,,,,
UC Berkeley,Y,Integrative Biology,Prospective students,,,https://ib.berkeley.edu/undergrad/whatisib.php,1/22/2025,Keya,2:03,,,,,
UC Berkeley,Y,Integrative Biology,Advising,,,https://ib.berkeley.edu/undergrad/advising.php,1/22/2025,Keya,2:03,,,,,
UC Berkeley,Y,Integrative Biology,Research,,,https://ib.berkeley.edu/research,1/22/2025,Keya,2:03,,,,,
UC Berkeley,Y,Integrative Biology,Undergraduate Research,,,https://ib.berkeley.edu/undergrad/research.php,1/22/2025,Keya,2:03,,,,,
UC Berkeley,Y,Integrative Biology,DEI/JEDI,,,https://ib.berkeley.edu/diversity,1/22/2025,Keya,2:03,,,,,
UC Berkeley,Y,Integrative Biology,Chair’s Message,,,,1/22/2025,Keya,2:03,,,,,
UC Berkeley,Y,Integrative Biology,About,,,https://ib.berkeley.edu/about,1/22/2025,Keya,2:03,,,,,
UC Berkeley,Y,Integrative Biology,Courses/Curriculum,,,https://ib.berkeley.edu/academics/courses,1/22/2025,Keya,2:03,,,,,
UC Berkeley,,,,,,,1/22/2025,Keya,,,,,,
UC Berkeley,Y,Mathematics,Home/Landing,,,https://math.berkeley.edu/home,1/22/2025,Keya,1:38,,,,,
UC Berkeley,Y,Mathematics,Undergrad education,,,https://math.berkeley.edu/undergraduate,1/22/2025,Keya,1:38,,,,,
UC Berkeley,Y,Mathematics,Prospective students,,,,1/22/2025,Keya,1:38,,,,,
UC Berkeley,Y,Mathematics,Advising,,,https://math.berkeley.edu/undergraduate/advising,1/22/2025,Keya,1:38,,,,,
UC Berkeley,Y,Mathematics,Research,,,https://math.berkeley.edu/research,1/22/2025,Keya,1:38,,,,,
UC Berkeley,Y,Mathematics,Undergraduate Research,,,https://math.berkeley.edu/undergraduate/undergraduate-research-opportunities,1/22/2025,Keya,1:38,,,,,
UC Berkeley,Y,Mathematics,DEI/JEDI,,,https://math.berkeley.edu/about/equity-inclusion-and-diversity,1/22/2025,Keya,1:38,,,,,
UC Berkeley,Y,Mathematics,Chair’s Message,,,,1/22/2025,Keya,1:38,,,,,
UC Berkeley,Y,Mathematics,About,,,https://math.berkeley.edu/about,1/22/2025,Keya,1:38,,,,,
UC Berkeley,Y,Mathematics,Courses/Curriculum,,,https://math.berkeley.edu/courses,1/22/2025,Keya,1:38,,,,,
UC Berkeley,,,,,,,1/22/2025,Keya,,,,,,
UC Berkeley,Y,Plant & Microbial Biology,Home/Landing,,,https://plantandmicrobiology.berkeley.edu/,1/22/2025,Keya,1:53,,,,,
UC Berkeley,Y,Plant & Microbial Biology,Undergrad education,,,https://plantandmicrobiology.berkeley.edu/undergraduate-majors,1/22/2025,Keya,1:53,,,,,
UC Berkeley,Y,Plant & Microbial Biology,Prospective students,,,,1/22/2025,Keya,1:53,,,,,
UC Berkeley,Y,Plant & Microbial Biology,Advising,,,,1/22/2025,Keya,1:53,,,,,
UC Berkeley,Y,Plant & Microbial Biology,Research,,,https://plantandmicrobiology.berkeley.edu/research,1/22/2025,Keya,1:53,,,,,
UC Berkeley,Y,Plant & Microbial Biology,Undergraduate Research,,,https://nature.berkeley.edu/research/undergraduate-research,1/22/2025,Keya,1:53,,,,,
UC Berkeley,Y,Plant & Microbial Biology,DEI/JEDI,,,,1/22/2025,Keya,1:53,,,,,
UC Berkeley,Y,Plant & Microbial Biology,Chair’s Message,,,,1/22/2025,Keya,1:53,,,,,
UC Berkeley,Y,Plant & Microbial Biology,About,,,https://plantandmicrobiology.berkeley.edu/about,1/22/2025,Keya,1:53,,,,,
UC Berkeley,Y,Plant & Microbial Biology,Courses/Curriculum,,,,1/22/2025,Keya,1:53,,,,,
UC Berkeley,,,,,,,1/22/2025,Keya,,,,,,
UC Berkeley,Y,Molecular and Cell Biology,Home/Landing,,,https://mcb.berkeley.edu/,1/22/2025,Keya,2:46,,,,,
UC Berkeley,Y,Molecular and Cell Biology,Undergrad education,,,https://mcb.berkeley.edu/undergrad,1/22/2025,Keya,2:46,,,,,
UC Berkeley,Y,Molecular and Cell Biology,Prospective students,,,https://mcb.berkeley.edu/undergrad/prospective-students,1/22/2025,Keya,2:46,,,,,
UC Berkeley,Y,Molecular and Cell Biology,Advising,,,https://mcb.berkeley.edu/undergrad/advising/advising-office/advising-services,1/22/2025,Keya,2:46,,,,,
UC Berkeley,Y,Molecular and Cell Biology,Research,,,https://mcb.berkeley.edu/faculty-and-research,1/22/2025,Keya,2:46,,,,,
UC Berkeley,Y,Molecular and Cell Biology,Undergraduate Research,,,https://mcb.berkeley.edu/undergrad/research,1/22/2025,Keya,2:46,,,,,
UC Berkeley,Y,Molecular and Cell Biology,DEI/JEDI,,,https://mcb.berkeley.edu/diversity,1/22/2025,Keya,2:46,,,,,
UC Berkeley,Y,Molecular and Cell Biology,Chair’s Message,,,,1/22/2025,Keya,2:46,,,,,
UC Berkeley,Y,Molecular and Cell Biology,About,,,https://mcb.berkeley.edu/about-the-department,1/22/2025,Keya,2:46,,,,,
UC Berkeley,Y,Molecular and Cell Biology,Courses/Curriculum,,,https://mcb.berkeley.edu/academic-programs/courses,1/22/2025,Keya,2:46,,,,,
UC Berkeley,,,,,,,1/22/2025,Keya,,,,,,
UC Berkeley,Y,Neuroscience,Home/Landing,,,https://neuroscience.berkeley.edu/home,1/22/2025,Keya,1:46,,,,,
UC Berkeley,Y,Neuroscience,Undergrad education,,,https://neuroscience.berkeley.edu/academics/undergraduate,1/22/2025,Keya,1:46,,,,,
UC Berkeley,Y,Neuroscience,Prospective students,,,https://neuroscience.berkeley.edu/academics/undergraduate/declare,1/22/2025,Keya,1:46,"not necessarily a prospective students page, more of a how to declare",,,,
UC Berkeley,Y,Neuroscience,Advising,,,https://neuroscience.berkeley.edu/academics/undergraduate/advising,1/22/2025,Keya,1:46,,,,,
UC Berkeley,Y,Neuroscience,Research,,,https://neuroscience.berkeley.edu/research-areas,1/22/2025,Keya,1:46,,,,,
UC Berkeley,Y,Neuroscience,Undergraduate Research,,,https://neuroscience.berkeley.edu/undergraduate-research-neuroscience,1/22/2025,Keya,1:46,,,,,
UC Berkeley,Y,Neuroscience,DEI/JEDI,,,https://neuroscience.berkeley.edu/about/diversity-equity-inclusion,1/22/2025,Keya,1:46,,,,,
UC Berkeley,Y,Neuroscience,Chair’s Message,,,,1/22/2025,Keya,1:46,,,,,
UC Berkeley,Y,Neuroscience,About,,,https://neuroscience.berkeley.edu/about,1/22/2025,Keya,1:46,,,,,
UC Berkeley,Y,Neuroscience,Courses/Curriculum,,,https://neuroscience.berkeley.edu/courses,1/22/2025,Keya,1:46,,,,,
UC Berkeley,,,,,,,1/22/2025,Keya,,,,,,
UC Berkeley,Y,Nutritional Sciences & Toxicology,Home/Landing,,,https://nst.berkeley.edu/,1/22/2025,Keya,1:15,,,,,
UC Berkeley,Y,Nutritional Sciences & Toxicology,Undergrad education,,,https://nst.berkeley.edu/undergraduate,1/22/2025,Keya,1:15,,,,,
UC Berkeley,Y,Nutritional Sciences & Toxicology,Prospective students,,,,1/22/2025,Keya,1:15,,,,,
UC Berkeley,Y,Nutritional Sciences & Toxicology,Advising,,,https://nature.berkeley.edu/advising/meet-rausser-advisors#nst-advisor,1/22/2025,Keya,1:15,,,,,
UC Berkeley,Y,Nutritional Sciences & Toxicology,Research,,,https://nst.berkeley.edu/research,1/22/2025,Keya,1:15,,,,,
UC Berkeley,Y,Nutritional Sciences & Toxicology,Undergraduate Research,,,https://nature.berkeley.edu/research/undergraduate-research,1/22/2025,Keya,1:15,,,,,
UC Berkeley,Y,Nutritional Sciences & Toxicology,DEI/JEDI,,,https://nst.berkeley.edu/diversity-equity-inclusion,1/22/2025,Keya,1:15,,,,,
UC Berkeley,Y,Nutritional Sciences & Toxicology,Chair’s Message,,,,1/22/2025,Keya,1:15,,,,,
UC Berkeley,Y,Nutritional Sciences & Toxicology,About,,,https://nst.berkeley.edu/about,1/22/2025,Keya,1:15,,,,,
UC Berkeley,Y,Nutritional Sciences & Toxicology,Courses/Curriculum,,,,1/22/2025,Keya,1:15,,,,,
UC Berkeley,,,,,,,1/22/2025,Keya,,,,,,
UC Berkeley,Y,Physics,Home/Landing,,,https://physics.berkeley.edu/,1/22/2025,Keya,2:25,,,,,
UC Berkeley,Y,Physics,Undergrad education,,,https://physics.berkeley.edu/academics/undergraduate-degree,1/22/2025,Keya,2:25,,,,,
UC Berkeley,Y,Physics,Prospective students,,,https://physics.berkeley.edu/academics/undergraduate-degree/undergraduate-admissions,1/22/2025,Keya,2:25,admissions,,,,
UC Berkeley,Y,Physics,Advising,,,https://physics.berkeley.edu/student-life/student-support-advising,1/22/2025,Keya,2:25,,,,,
UC Berkeley,Y,Physics,Research,,,https://physics.berkeley.edu/research-faculty,1/22/2025,Keya,2:25,,,,,
UC Berkeley,Y,Physics,Undergraduate Research,,,https://physics.berkeley.edu/academics/undergraduate-research,1/22/2025,Keya,2:25,,,,,
UC Berkeley,Y,Physics,DEI/JEDI,,,https://physics.berkeley.edu/equity-inclusion,1/22/2025,Keya,2:25,,,,,
UC Berkeley,Y,Physics,Chair’s Message,,,,1/22/2025,Keya,2:25,,,,,
UC Berkeley,Y,Physics,About,,,https://physics.berkeley.edu/welcome/our-community,1/22/2025,Keya,2:25,,,,,
UC Berkeley,Y,Physics,Courses/Curriculum,,,https://physics.berkeley.edu/academics/courses,1/22/2025,Keya,2:25,,,,,
UC Berkeley,,,,,,,1/22/2025,Keya,,,,,,
UC Berkeley,Y,Psychology,Home/Landing,,,https://psychology.berkeley.edu/,1/22/2025,Keya,1:37,,,,,
UC Berkeley,Y,Psychology,Undergrad education,,,https://psychology.berkeley.edu/students/undergraduate-program,1/22/2025,Keya,1:37,,,,,
UC Berkeley,Y,Psychology,Prospective students,,,,1/22/2025,Keya,1:37,,,,,
UC Berkeley,Y,Psychology,Advising,,,https://psychology.berkeley.edu/students/undergraduate-program/academic-advising,1/22/2025,Keya,1:37,,,,,
UC Berkeley,Y,Psychology,Research,,,https://psychology.berkeley.edu/research,1/22/2025,Keya,1:37,,,,,
UC Berkeley,Y,Psychology,Undergraduate Research,,,https://psychology.berkeley.edu/students/undergraduate-program/research-discovery,1/22/2025,Keya,1:37,,,,,
UC Berkeley,Y,Psychology,DEI/JEDI,,,https://psychology.berkeley.edu/diversity/ucb-psychology-diversity-vision-statement,1/22/2025,Keya,1:37,,,,,
UC Berkeley,Y,Psychology,Chair’s Message,,,,1/22/2025,Keya,1:37,,,,,
UC Berkeley,Y,Psychology,About,,,https://psychology.berkeley.edu/about,1/22/2025,Keya,1:37,,,,,
UC Berkeley,Y,Psychology,Courses/Curriculum,,,https://psychology.berkeley.edu/students/undergraduate-program/enrollment-course-information,1/22/2025,Keya,1:37,,,,,
UC Berkeley,N,Chicanx Latinx Studies,,,,,,,,,,,,
UC Berkeley,N,"Chinese Studies, Center for",,,,,,,,,,,,
UC Berkeley,N,City and Regional Planning,,,,,,,,,,,,
UC Berkeley,N,College Writing Programs,,,,,,,,,,,,
UC Berkeley,N,Comparative Literature,,,,,,,,,,,,
UC Berkeley,N,Computational Social Science,,,,,,,,,,,,
UC Berkeley,N,Conservation Resource Studies,,,,,,,,,,,,
UC Berkeley,N,Creative Writing,,,,,,,,,,,,
UC Berkeley,N,"Critical Theory, The Program in",,,,,,,,,,,,
UC Berkeley,N,Dance,,,,,,,,,,,,
UC Berkeley,N,Demography,,,,,,,,,,,,
UC Berkeley,N,Development Practice,,,,,,,,,,,,
UC Berkeley,N,Disability Studies,,,,,,,,,,,,
UC Berkeley,N,Dutch Studies,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,East Asian Languages & Cultures,,,,,,,,,,,,
,,East Asian Studies,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,English,,,,,,,,,,,,
,,"Environmental Design, College of",,,,,,,,,,,,
,,Environmental Economics and Policy,,,,,,,,,,,,
,,Environmental Health Sciences,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Environmental Science, Policy, and Management",,,,,,,,,,,,
,,Ethnic Studies,,,,,,,,,,,,
,,European Studies,,,,,,,,,,,,
,,Film & Media,,,,,,,,,,,,
,,Folklore,,,,,,,,,,,,
,,"Forestry, Center for",,,,,,,,,,,,
,,French,,,,,,,,,,,,
,,Gender and Women's Studies,,,,,,,,,,,,
,,Genetics and Plant Biology,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,German,,,,,,,,,,,,
,,Global Studies,,,,,,,,,,,,
,,Haas School of Business,,,,,,,,,,,,
,,Health Policy,,,,,,,,,,,,
,,"Health Sciences, Environmental",,,,,,,,,,,,
,,History,,,,,,,,,,,,
,,History of Art,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Interdisciplinary Studies,,,,,,,,,,,,
,,Italian Studies,,,,,,,,,,,,
,,Jewish Studies Program,,,,,,,,,,,,
,,Jurisprudence and Social Policy Program,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Legal Studies,,,,,,,,,,,,
,,Linguistics,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Media Studies,,,,,,,,,,,,
,,Medieval Studies,,,,,,,,,,,,
,,"Mediterranean Archaeology, Ancient History and",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Middle Eastern Languages and Cultures, Department of",,,,,,,,,,,,
,,Middle Eastern Studies,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Music, Department of",,,,,,,,,,,,
,,Native American Studies,,,,,,,,,,,,
,,"Natural Resources, College of",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"New Media, Berkeley Center for",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Philosophy,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Political Economy,,,,,,,,,,,,
,,Political Science,,,,,,,,,,,,
,,"Portuguese, Spanish and",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Public Policy, The Richard & Rhoda Goldman School of",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Renaissance and Early Modern Studies,,,,,,,,,,,,
,,Rhetoric,,,,,,,,,,,,
,,Romance Languages and Literatures,,,,,,,,,,,,
,,Scandinavian,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Slavic Languages and Literatures,,,,,,,,,,,,
,,"Slavic, East European, and Eurasian Studies, Institute of",,,,,,,,,,,,
,,"Social Welfare, School of",,,,,,,,,,,,
,,Society and Environment,,,,,,,,,,,,
,,Sociology,,,,,,,,,,,,
,,South and Southeast Asian Studies,,,,,,,,,,,,
,,"South Asia Studies, Institute for",,,,,,,,,,,,
,,Spanish and Portuguese,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Theater, Dance & Performance Studies",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Urban Design,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Women's Studies, Gender and",,,,,,,,,,,,