Institution,STEM,Department,Website_Type,Subset,OutsideDoc,URL,Date_Collected,Scraper,Time_to_Scrape,Notes
UC San Diego,Y,Anthropology,Home/Landing,,,https://anthropology.ucsd.edu/,9/30/2024,Nate,4:58,Check for list of departments here: https://admissions.ucsd.edu/why/majors/index.html
UC San Diego,Y,Anthropology,Undergrad education,,,https://anthropology.ucsd.edu/undergraduate-studies/major-minor/index.html,9/30/2024,Nate,4:58,
UC San Diego,Y,Anthropology,Prospective students,,,https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,9/30/2024,Nate,4:58,
UC San Diego,Y,Anthropology,Advising,,,https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,9/30/2024,Nate,4:58,
UC San Diego,Y,Anthropology,Research,,,https://anthropology.ucsd.edu/research/index.html,9/30/2024,Nate,4:58,
UC San Diego,Y,Anthropology,Undergraduate Research,,,,9/30/2024,Nate,4:58,
UC San Diego,Y,Anthropology,DEI/JEDI,,,,9/30/2024,Nate,4:58,
UC San Diego,Y,Anthropology,Chair’s Message,,,,9/30/2024,Nate,4:58,
UC San Diego,Y,Anthropology,About,,,https://anthropology.ucsd.edu/about-us/index.html,9/30/2024,Nate,4:58,
UC San Diego,Y,Anthropology,Courses/Curriculum,,,https://anthropology.ucsd.edu/undergraduate-studies/courses/index.html,9/30/2024,Nate,4:58,
UC San Diego,N,Visual Arts,Home/Landing,,,https://visarts.ucsd.edu/,9/30/2024,Nate,2:46,
UC San Diego,N,Visual Arts,Undergrad education,,,https://visarts.ucsd.edu/undergrad/index.html,9/30/2024,Nate,2:46,
UC San Diego,N,Visual Arts,Prospective students,,,,9/30/2024,Nate,2:46,
UC San Diego,N,Visual Arts,Advising,,,https://visarts.ucsd.edu/undergrad/academic-advising/index.html,9/30/2024,Nate,2:46,
UC San Diego,N,Visual Arts,Research,,,,9/30/2024,Nate,2:46,
UC San Diego,N,Visual Arts,Undergraduate Research,,,https://visarts.ucsd.edu/undergrad/scholarships.html,9/30/2024,Nate,2:46,
UC San Diego,N,Visual Arts,DEI/JEDI,,,https://visarts.ucsd.edu/diversity/index.html,9/30/2024,Nate,2:46,
UC San Diego,N,Visual Arts,Chair’s Message,,,https://visarts.ucsd.edu/about/chairs-message.html,9/30/2024,Nate,2:46,
UC San Diego,N,Visual Arts,About,,,https://visarts.ucsd.edu/about/index.html,9/30/2024,Nate,2:46,
UC San Diego,N,Visual Arts,Courses/Curriculum,,,https://visarts.ucsd.edu/undergrad/major-req/index.html,9/30/2024,Nate,2:46,
UC San Diego,Y,Astronomy and Astrophysics,Home/Landing,,,https://astro.ucsd.edu/,9/30/2024,Nate,2:49,
UC San Diego,Y,Astronomy and Astrophysics,Undergrad education,,,https://astro.ucsd.edu/undergraduate/index.html,9/30/2024,Nate,2:49,
UC San Diego,Y,Astronomy and Astrophysics,Prospective students,,,https://astro.ucsd.edu/undergraduate/incoming-students/index.html,9/30/2024,Nate,2:49,
UC San Diego,Y,Astronomy and Astrophysics,Advising,,,https://astro.ucsd.edu/undergraduate/academic-advising/index.html,9/30/2024,Nate,2:49,
UC San Diego,Y,Astronomy and Astrophysics,Research,,,https://astro.ucsd.edu/research/index.html,9/30/2024,Nate,2:49,
UC San Diego,Y,Astronomy and Astrophysics,Undergraduate Research,,,https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,9/30/2024,Nate,2:49,
UC San Diego,Y,Astronomy and Astrophysics,DEI/JEDI,,,https://astro.ucsd.edu/community/edib/index.html,9/30/2024,Nate,2:49,
UC San Diego,Y,Astronomy and Astrophysics,Chair’s Message,,,,9/30/2024,Nate,2:49,
UC San Diego,Y,Astronomy and Astrophysics,About,,,https://astro.ucsd.edu/about/index.html,9/30/2024,Nate,2:49,
UC San Diego,Y,Astronomy and Astrophysics,Courses/Curriculum,,,https://astro.ucsd.edu/undergraduate/courses/index.html,9/30/2024,Nate,2:49,
UC San Diego,Y,Bioengineering,Home/Landing,,,https://be.ucsd.edu/,9/30/2024,Nate,2:45,
UC San Diego,Y,Bioengineering,Undergrad education,,,https://be.ucsd.edu/undergrad,9/30/2024,Nate,2:45,
UC San Diego,Y,Bioengineering,Prospective students,,,https://be.ucsd.edu/undergrad/prospective-students,9/30/2024,Nate,2:45,
UC San Diego,Y,Bioengineering,Advising,,,https://be.ucsd.edu/undergrad/advising,9/30/2024,Nate,2:45,
UC San Diego,Y,Bioengineering,Research,,,https://be.ucsd.edu/research-groups,9/30/2024,Nate,2:45,
UC San Diego,Y,Bioengineering,Undergraduate Research,,,https://be.ucsd.edu/undergrad/research,9/30/2024,Nate,2:45,
UC San Diego,Y,Bioengineering,DEI/JEDI,,,https://be.ucsd.edu/edi,9/30/2024,Nate,2:45,
UC San Diego,Y,Bioengineering,Chair’s Message,,,,9/30/2024,Nate,2:45,
UC San Diego,Y,Bioengineering,About,,,https://be.ucsd.edu/about,9/30/2024,Nate,2:45,
UC San Diego,Y,Bioengineering,Courses/Curriculum,,,https://be.ucsd.edu/undergrad/programs,9/30/2024,Nate,2:45,
UC San Diego,Y,Biological Sciences,Home/Landing,,,https://biology.ucsd.edu/,9/30/2024,Nate,3:40,
UC San Diego,Y,Biological Sciences,Undergrad education,,,https://biology.ucsd.edu/education/undergrad/index.html,9/30/2024,Nate,3:40,
UC San Diego,Y,Biological Sciences,Prospective students,,,https://biology.ucsd.edu/education/undergrad/admission/index.html,9/30/2024,Nate,3:40,
UC San Diego,Y,Biological Sciences,Advising,,,https://biology.ucsd.edu/education/undergrad/advising/index.html,9/30/2024,Nate,3:40,
UC San Diego,Y,Biological Sciences,Research,,,https://biology.ucsd.edu/research/research-topics/index,9/30/2024,Nate,3:40,
UC San Diego,Y,Biological Sciences,Undergraduate Research,,,https://biology.ucsd.edu/education/undergrad/research/index.html,9/30/2024,Nate,3:40,
UC San Diego,Y,Biological Sciences,DEI/JEDI,,,https://biology.ucsd.edu/equity-diversity-inclusion/index.html,9/30/2024,Nate,3:40,
UC San Diego,Y,Biological Sciences,Chair’s Message,,,,9/30/2024,Nate,3:40,
UC San Diego,Y,Biological Sciences,About,,,https://biology.ucsd.edu/about/index.html,9/30/2024,Nate,3:40,
UC San Diego,Y,Biological Sciences,Courses/Curriculum,,,https://biology.ucsd.edu/education/undergrad/course/index.html,9/30/2024,Nate,3:40,
UC San Diego,N,Black Diaspora and African American Studies,Home/Landing,,,https://bdaas.ucsd.edu/,9/30/2024,Nate,2:45,
UC San Diego,N,Black Diaspora and African American Studies,Undergrad education,,,https://bdaas.ucsd.edu/undergraduate/index.html,9/30/2024,Nate,2:45,
UC San Diego,N,Black Diaspora and African American Studies,Prospective students,,,,9/30/2024,Nate,2:45,
UC San Diego,N,Black Diaspora and African American Studies,Advising,,,,9/30/2024,Nate,2:45,
UC San Diego,N,Black Diaspora and African American Studies,Research,,,,9/30/2024,Nate,2:45,
UC San Diego,N,Black Diaspora and African American Studies,Undergraduate Research,,,,9/30/2024,Nate,2:45,
UC San Diego,N,Black Diaspora and African American Studies,DEI/JEDI,,,,9/30/2024,Nate,2:45,
UC San Diego,N,Black Diaspora and African American Studies,Chair’s Message,,,https://bdaas.ucsd.edu/about/directors-message.html,9/30/2024,Nate,2:45,
UC San Diego,N,Black Diaspora and African American Studies,About,,,https://bdaas.ucsd.edu/about/index.html,9/30/2024,Nate,2:45,
UC San Diego,N,Black Diaspora and African American Studies,Courses/Curriculum,,,https://bdaas.ucsd.edu/courses/index.html,9/30/2024,Nate,2:45,
UC San Diego,Y,Chemistry and Biochemistry,Home/Landing,,,https://chemistryandbiochemistry.ucsd.edu/,9/30/2024,Nate,3:28,
UC San Diego,Y,Chemistry and Biochemistry,Undergrad education,,,https://chemistry.ucsd.edu/undergraduate/index.html,9/30/2024,Nate,3:28,
UC San Diego,Y,Chemistry and Biochemistry,Prospective students,,,https://chemistry.ucsd.edu/undergraduate/incoming-students/index.html,9/30/2024,Nate,3:28,
UC San Diego,Y,Chemistry and Biochemistry,Advising,,,https://chemistry.ucsd.edu/undergraduate/academic-advising/index.html,9/30/2024,Nate,3:28,
UC San Diego,Y,Chemistry and Biochemistry,Research,,,https://chemistry.ucsd.edu/research/institutes/,9/30/2024,Nate,3:28,
UC San Diego,Y,Chemistry and Biochemistry,Undergraduate Research,,,https://chemistry.ucsd.edu/undergraduate/research/index.html,9/30/2024,Nate,3:28,
UC San Diego,Y,Chemistry and Biochemistry,DEI/JEDI,,,,9/30/2024,Nate,3:28,
UC San Diego,Y,Chemistry and Biochemistry,Chair’s Message,,,,9/30/2024,Nate,3:28,
UC San Diego,Y,Chemistry and Biochemistry,About,,,,9/30/2024,Nate,3:28,
UC San Diego,Y,Chemistry and Biochemistry,Courses/Curriculum,,,https://chemistry.ucsd.edu/undergraduate/courses/index.html,9/30/2024,Nate,3:28,
UC San Diego,N,Chinese Studies,,,,https://chinesestudies.ucsd.edu/,9/30/2024,Nate,2:52,Program
UC San Diego,N,Classical Studies,,,,https://iah.ucsd.edu/academics/classical-studies/index.html,9/30/2024,Nate,,Program
UC San Diego,Y,Cognitive Science,Home/Landing,,,https://cogsci.ucsd.edu/,9/30/2024,Nate,3:10,
UC San Diego,Y,Cognitive Science,Undergrad education,,,https://cogsci.ucsd.edu/undergraduates/index.html,9/30/2024,Nate,3:10,
UC San Diego,Y,Cognitive Science,Prospective students,,,https://cogsci.ucsd.edu/undergraduates/prospectives/index.html,9/30/2024,Nate,3:10,
UC San Diego,Y,Cognitive Science,Advising,,,https://cogsci.ucsd.edu/undergraduates/advising/index.html,9/30/2024,Nate,3:10,
UC San Diego,Y,Cognitive Science,Research,,,https://cogsci.ucsd.edu/research/index.html,9/30/2024,Nate,3:10,
UC San Diego,Y,Cognitive Science,Undergraduate Research,,,,9/30/2024,Nate,3:10,
UC San Diego,Y,Cognitive Science,DEI/JEDI,,,https://sites.google.com/ucsd.edu/diversity/home,9/30/2024,Nate,3:10,
UC San Diego,Y,Cognitive Science,Chair’s Message,,,,9/30/2024,Nate,3:10,
UC San Diego,Y,Cognitive Science,About,,,https://cogsci.ucsd.edu/about/index.html,9/30/2024,Nate,3:10,
UC San Diego,Y,Cognitive Science,Courses/Curriculum,,,https://cogsci.ucsd.edu/undergraduates/courses/index.html,9/30/2024,Nate,3:10,
UC San Diego,N,Communication,Home/Landing,,,https://communication.ucsd.edu/,9/30/2024,Nate,3:50,
UC San Diego,N,Communication,Undergrad education,,,https://communication.ucsd.edu/undergrad/index.html,9/30/2024,Nate,3:50,
UC San Diego,N,Communication,Prospective students,,,https://communication.ucsd.edu/undergrad/current-prospective/index.html,9/30/2024,Nate,3:50,
UC San Diego,N,Communication,Advising,,,https://communication.ucsd.edu/undergrad/current-prospective/academic-advising/index.html,9/30/2024,Nate,3:50,
UC San Diego,N,Communication,Research,,,https://communication.ucsd.edu/research/index.html,9/30/2024,Nate,3:50,
UC San Diego,N,Communication,Undergraduate Research,,,,9/30/2024,Nate,3:50,
UC San Diego,N,Communication,DEI/JEDI,,,,9/30/2024,Nate,3:50,
UC San Diego,N,Communication,Chair’s Message,,,,9/30/2024,Nate,3:50,
UC San Diego,N,Communication,About,,,https://communication.ucsd.edu/about/index.html,9/30/2024,Nate,3:50,
UC San Diego,N,Communication,Courses/Curriculum,,,https://communication.ucsd.edu/undergrad/courses/index.html,9/30/2024,Nate,3:50,
UC San Diego,Y,Computer Science and Engineering,Home/Landing,,,https://cse.ucsd.edu/,10/16/2024,Nate,1:38,
UC San Diego,Y,Computer Science and Engineering,Undergrad education,,,https://cse.ucsd.edu/undergraduate,10/16/2024,Nate,1:38,
UC San Diego,Y,Computer Science and Engineering,Prospective students,,,https://cse.ucsd.edu/undergraduate/prospectivestudents,10/16/2024,Nate,1:38,
UC San Diego,Y,Computer Science and Engineering,Advising,,,https://cse.ucsd.edu/undergraduate/advising/cse-student-affairs-office-hours,10/16/2024,Nate,1:38,
UC San Diego,Y,Computer Science and Engineering,Research,,,https://cse.ucsd.edu/research,10/16/2024,Nate,1:38,
UC San Diego,Y,Computer Science and Engineering,Undergraduate Research,,,https://cse.ucsd.edu/undergraduate/undergraduate-research,10/16/2024,Nate,1:38,
UC San Diego,Y,Computer Science and Engineering,DEI/JEDI,,,https://cse.ucsd.edu/diversity_equity_inclusion,10/16/2024,Nate,1:38,
UC San Diego,Y,Computer Science and Engineering,Chair’s Message,,,,10/16/2024,Nate,1:38,
UC San Diego,Y,Computer Science and Engineering,About,,,https://cse.ucsd.edu/about,10/16/2024,Nate,1:38,
UC San Diego,Y,Computer Science and Engineering,Courses/Curriculum,,,https://cse.ucsd.edu/undergraduate/undergraduate-information-homepage,10/16/2024,Nate,1:38,
UC San Diego,N,Critical Gender Studies,,,,,10/16/2024,Nate,,Program
UC San Diego,N,Theatre and Dance,Home/Landing,,,https://theatre.ucsd.edu/,10/16/2024,Nate,2:15,
UC San Diego,N,Theatre and Dance,Undergrad education,,,https://theatre.ucsd.edu/academics/index.html,10/16/2024,Nate,2:15,
UC San Diego,N,Theatre and Dance,Prospective students,,,https://theatre.ucsd.edu/admissions/undergraduate/index.html,10/16/2024,Nate,2:15,
UC San Diego,N,Theatre and Dance,Advising,,,https://theatre.ucsd.edu/academics/undergraduate/advising.html,10/16/2024,Nate,2:15,
UC San Diego,N,Theatre and Dance,Research,,,,10/16/2024,Nate,2:15,
UC San Diego,N,Theatre and Dance,Undergraduate Research,,,,10/16/2024,Nate,2:15,
UC San Diego,N,Theatre and Dance,DEI/JEDI,,,https://theatre.ucsd.edu/about/equity-diversity-inclusion.html,10/16/2024,Nate,2:15,
UC San Diego,N,Theatre and Dance,Chair’s Message,,,,10/16/2024,Nate,2:15,
UC San Diego,N,Theatre and Dance,About,,,https://theatre.ucsd.edu/about/index.html,10/16/2024,Nate,2:15,
UC San Diego,N,Theatre and Dance,Courses/Curriculum,,,https://theatre.ucsd.edu/academics/undergraduate/theatre.html,10/16/2024,Nate,2:15,
UC San Diego,Y,Data Science,Home/Landing,,,https://datascience.ucsd.edu/,10/16/2024,Nate,2:32,
UC San Diego,Y,Data Science,Undergrad education,,,,10/16/2024,Nate,2:32,
UC San Diego,Y,Data Science,Prospective students,,,https://datascience.ucsd.edu/prospective-students/prospective-first-year-students/,10/16/2024,Nate,2:32,
UC San Diego,Y,Data Science,Advising,,,https://datascience.ucsd.edu/current-students/academic-advising/,10/16/2024,Nate,2:32,
UC San Diego,Y,Data Science,Research,,,https://datascience.ucsd.edu/research/,10/16/2024,Nate,2:32,
UC San Diego,Y,Data Science,Undergraduate Research,,,,10/16/2024,Nate,2:32,
UC San Diego,Y,Data Science,DEI/JEDI,,,https://datascience.ucsd.edu/dei-commitment-and-resources/,10/16/2024,Nate,2:32,
UC San Diego,Y,Data Science,Chair’s Message,,,,10/16/2024,Nate,2:32,
UC San Diego,Y,Data Science,About,,,https://datascience.ucsd.edu/mission-and-goals/,10/16/2024,Nate,2:32,
UC San Diego,Y,Data Science,Courses/Curriculum,,,https://datascience.ucsd.edu/current-students/course-descriptions-and-prerequisites/,10/16/2024,Nate,2:32,
UC San Diego,Y,Economics,Home/Landing,,,https://economics.ucsd.edu/,10/16/2024,Nate,2:17,
UC San Diego,Y,Economics,Undergrad education,,,https://economics.ucsd.edu/undergraduate-program/index.html,10/16/2024,Nate,2:17,
UC San Diego,Y,Economics,Prospective students,,,https://economics.ucsd.edu/undergraduate-program/prospective-student-info/index.html,10/16/2024,Nate,2:17,
UC San Diego,Y,Economics,Advising,,,https://economics.ucsd.edu/undergraduate-program/resources/undergrad-contact.html,10/16/2024,Nate,2:17,
UC San Diego,Y,Economics,Research,,,https://economics.ucsd.edu/faculty-and-research/research-groups.html,10/16/2024,Nate,2:17,
UC San Diego,Y,Economics,Undergraduate Research,,,https://economics.ucsd.edu/undergraduate-program/resources/opportunities-for-our-majors/research-opportunities.html,10/16/2024,Nate,2:17,
UC San Diego,Y,Economics,DEI/JEDI,,,https://economics.ucsd.edu/about/diversity.html,10/16/2024,Nate,2:17,
UC San Diego,Y,Economics,Chair’s Message,,,https://economics.ucsd.edu/about/chair-message.html,10/16/2024,Nate,2:17,
UC San Diego,Y,Economics,About,,,https://economics.ucsd.edu/about/index.html,10/16/2024,Nate,2:17,
UC San Diego,Y,Economics,Courses/Curriculum,,,https://economics.ucsd.edu/undergraduate-program/resources/courses/index.html,10/16/2024,Nate,2:17,
UC San Diego,N,Education Studies,Home/Landing,,,https://eds.ucsd.edu/,10/16/2024,Nate,2:10,
UC San Diego,N,Education Studies,Undergrad education,,,https://eds.ucsd.edu/undergraduate/index.html,10/16/2024,Nate,2:10,
UC San Diego,N,Education Studies,Prospective students,,,https://eds.ucsd.edu/undergraduate/major.html,10/16/2024,Nate,2:10,
UC San Diego,N,Education Studies,Advising,,,https://eds.ucsd.edu/undergraduate/ug-advising.html,10/16/2024,Nate,2:10,
UC San Diego,N,Education Studies,Research,,,,10/16/2024,Nate,2:10,
UC San Diego,N,Education Studies,Undergraduate Research,,,https://eds.ucsd.edu/undergraduate/research.html,10/16/2024,Nate,2:10,
UC San Diego,N,Education Studies,DEI/JEDI,,,https://eds.ucsd.edu/discover/statements/index.html,10/16/2024,Nate,2:10,
UC San Diego,N,Education Studies,Chair’s Message,,,https://eds.ucsd.edu/discover/index.html,10/16/2024,Nate,2:10,
UC San Diego,N,Education Studies,About,,,https://eds.ucsd.edu/discover/index.html,10/16/2024,Nate,2:10,
UC San Diego,N,Education Studies,Courses/Curriculum,,,https://eds.ucsd.edu/undergraduate/courses/index.html,10/16/2024,Nate,2:10,
UC San Diego,Y,Electrical and Computer Engineering,Home/Landing,,,https://ece.ucsd.edu/,10/16/2024,Nate,3:21,
UC San Diego,Y,Electrical and Computer Engineering,Undergrad education,,,https://ece.ucsd.edu/undergraduate/undergraduate-programs,10/16/2024,Nate,3:21,
UC San Diego,Y,Electrical and Computer Engineering,Prospective students,,,https://ece.ucsd.edu/undergraduate/undergraduate-admissions,10/16/2024,Nate,3:21,
